Force
4.1195
4.2381
4.3557
4.4724
4.5882
4.703
4.8169
4.9299
5.042
5.1533
5.2636
5.6416
6.0144
6.38
6.7362
7.0813
7.4132
7.7303
8.031
8.3139
8.5775
8.8208
9.0428
9.2427
9.4198
9.5736
9.7039
9.8107
9.894
9.9541
9.9915
10.007
10.001
9.9746
9.9291
9.8657
9.7857
9.6906
9.5822
9.4619
9.3317
9.1933
9.0487
8.8997
8.7483
8.5963
8.4457
8.2984
8.1562
8.0209
7.894
7.7774
7.6724
7.5804
7.5027
7.4405
7.3948
7.3664
7.356
7.3641
7.3912
7.4375
7.503
7.5877
7.6913
7.8133
7.9533
8.1106
8.2842
8.4732
8.6765
8.8929
9.1212
9.3598
9.6074
9.8624
10.123
10.388
10.656
10.924
11.192
11.457
11.718
11.973
12.222
12.461
12.691
12.91
13.116
13.308
13.486
13.648
13.795
13.924
14.037
14.132
14.209
14.269
14.311
14.336
14.344
14.335
14.311
14.271
14.217
14.15
14.071
13.981
13.881
13.772
13.657
13.535
13.409
13.281
13.15
13.02
12.891
12.765
12.644
12.528
12.418
12.317
12.225
12.143
12.072
12.013
11.967
11.934
11.915
11.91
11.919
11.944
11.983
12.036
12.104
12.186
12.281
12.389
12.51
12.643
12.786
12.939
13.101
13.27
13.446
14.575
14.848
15.114
15.369
15.611
15.837
16.043
16.228
16.388
16.523
16.631
16.711
16.762
16.784
16.777
16.742
16.679
16.591
16.479
16.344
16.19
16.018
15.833
15.636
15.432
15.224
15.015
14.808
14.607
14.416
14.237
14.074
13.929
13.804
13.703
13.626
13.576
13.554
13.559
13.593
13.656
13.746
13.863
14.007
14.174
14.363
14.572
14.798
15.038
15.289
15.548
15.812
16.076
16.338
16.595
16.842
17.077
17.296
17.497
17.678
17.835
17.968
18.073
18.152
18.201
18.222
18.214
18.178
18.114
18.023
17.908
17.77
17.611
17.435
17.244
17.04
16.828
16.61
16.39
16.172
15.958
15.753
15.559
15.38
15.218
15.076
14.956
14.861
14.792
14.749
14.735
14.749
14.792
14.864
14.962
15.087
15.237
15.409
15.603
15.814
16.041
16.279
16.527
16.781
17.037
17.292
17.543
17.785
18.017
18.234
18.434
18.614
18.772
18.906
19.013
19.094
19.146
19.17
19.165
19.131
19.069
18.981
18.867
18.729
18.571
18.393
18.2
17.993
17.777
17.553
17.327
17.101
16.879
16.663
16.458
16.267
16.092
15.936
15.801
15.691
15.605
15.547
15.516
15.514
15.541
15.596
15.678
15.788
15.923
16.082
16.262
16.461
16.677
16.906
17.145
17.392
17.642
17.892
18.139
18.379
18.61
18.827
19.028
19.21
19.371
19.509
19.621
19.706
19.764
19.793
19.793
19.764
19.707
19.624
19.514
19.38
19.224
19.048
18.855
18.648
18.43
18.205
17.975
17.744
17.515
17.292
17.079
16.878
16.692
16.525
16.378
16.254
16.155
16.083
16.038
16.022
16.034
16.074
16.143
16.239
16.362
16.508
16.677
16.866
17.072
17.293
17.525
17.766
18.011
18.258
18.503
18.742
18.973
19.192
19.396
19.582
19.747
19.89
20.008
20.1
20.164
20.2
20.207
20.185
20.135
20.058
19.954
19.825
19.674
19.502
19.312
19.107
18.889
18.663
18.431
18.197
17.964
17.736
17.516
17.307
17.113
16.936
16.778
16.643
16.533
16.448
16.39
16.361
16.36
16.388
16.444
16.528
16.638
16.773
16.932
17.111
17.309
17.522
17.749
17.984
18.226
18.47
18.714
18.953
19.185
19.406
19.613
19.804
19.974
20.123
20.248
20.347
20.419
20.463
20.479
20.465
20.423
20.354
20.257
20.135
19.989
19.822
19.636
19.434
19.219
18.993
18.761
18.525
18.29
18.058
17.832
17.617
17.415
17.23
17.063
16.918
16.797
16.701
16.631
16.59
16.577
16.593
16.637
16.709
16.809
16.933
17.082
17.253
17.442
17.649
17.869
18.1
18.338
18.58
18.823
19.063
19.296
19.52
19.731
19.926
20.103
20.258
20.391
20.498
20.578
20.631
20.655
20.651
20.618
20.556
20.468
20.353
20.215
20.054
19.873
19.675
19.463
19.239
19.008
18.772
18.534
18.299
18.07
17.849
17.641
17.448
17.273
17.119
16.988
16.881
16.801
16.748
16.723
16.728
16.761
16.822
16.91
17.025
17.164
17.326
17.508
17.708
17.923
18.149
18.384
18.624
18.866
19.106
19.341
19.568
19.783
19.983
20.165
20.328
20.468
20.583
20.672
20.734
20.768
20.773
20.749
20.697
20.617
20.511
20.38
20.226
20.051
19.858
19.65
19.429
19.199
18.963
18.725
18.488
18.255
18.03
17.817
17.617
17.435
17.272
17.131
17.015
16.924
16.86
16.825
16.818
16.84
16.89
16.968
17.073
17.203
17.356
17.53
17.723
17.932
18.154
18.386
18.623
18.864
19.105
19.342
19.571
19.79
19.995
20.184
20.353
20.5
20.624
20.722
20.794
20.837
20.852
20.838
20.795
20.724
20.627
20.504
20.357
20.189
20.002
19.798
19.581
19.353
19.119
18.88
18.642
18.407
18.178
17.959
17.754
17.564
17.394
17.244
17.118
17.018
16.944
16.897
16.88
16.891
16.931
16.998
17.093
17.214
17.358
17.525
17.711
17.914
18.131
18.359
18.594
18.834
19.075
19.313
19.545
19.767
19.977
20.172
20.348
20.503
20.635
20.742
20.823
20.876
20.901
20.896
20.864
20.803
20.714
20.6
20.461
20.3
20.119
19.92
19.707
19.483
19.25
19.012
18.773
18.536
18.304
18.081
17.87
17.674
17.496
17.339
17.204
17.093
17.009
16.953
16.924
16.925
16.954
17.011
17.096
17.207
17.343
17.502
17.681
17.877
18.089
18.314
18.546
18.785
19.025
19.264
19.498
19.724
19.939
20.139
20.322
20.485
20.625
20.741
20.831
20.894
20.929
20.935
20.912
20.861
20.782
20.676
20.546
20.392
20.218
20.025
19.817
19.595
19.365
19.128
18.889
18.651
18.416
18.19
17.974
17.772
17.587
17.421
17.278
17.158
17.064
16.997
16.958
16.948
16.967
17.014
17.089
17.19
17.317
17.468
17.64
17.83
18.037
18.257
18.487
18.723
18.963
19.203
19.439
19.668
19.887
20.092
20.282
20.452
20.6
20.725
20.824
20.897
20.942
20.958
20.945
20.904
20.835
20.738
20.617
20.471
20.304
20.117
19.914
19.697
19.469
19.234
18.995
18.756
18.519
18.289
18.069
17.862
17.67
17.497
17.345
17.217
17.113
17.036
16.987
16.966
16.975
17.011
17.076
17.168
17.286
17.428
17.592
17.776
17.977
18.193
18.419
18.654
18.893
19.133
19.37
19.602
19.825
20.036
20.231
20.408
20.564
20.698
20.806
20.889
20.943
20.97
20.967
20.936
20.877
20.79
20.677
20.54
20.38
20.2
20.002
19.789
19.565
19.332
19.094
18.855
18.617
18.384
18.16
17.947
17.75
17.569
17.41
17.272
17.159
17.073
17.013
16.982
16.98
17.006
17.061
17.143
17.252
17.386
17.542
17.719
17.914
18.125
18.347
18.579
18.817
19.057
19.296
19.53
19.756
19.972
20.173
20.357
20.521
20.662
20.78
20.872
20.937
20.973
20.981
20.96
20.911
20.917
20.724
20.406
19.966
19.411
18.749
17.99
17.145
16.225
15.245
14.217
13.158
12.081
11.003
9.9393
8.9049
7.9147
6.9832
6.1235
5.3482
4.6683
4.0936
3.6324
3.2914
3.0754
2.9875
3.0291
3.1995
3.4962
3.9151
4.45
5.0933
5.8357
6.6667
7.5741
8.545
9.5653
10.621
11.695
12.774
13.842
14.883
15.883
16.826
17.7
18.491
19.189
19.784
20.266
20.629
20.868
20.98
20.962
20.815
20.541
20.143
19.629
19.005
18.28
17.464
16.57
15.609
14.597
13.547
12.475
11.396
10.325
9.2782
8.2704
7.3161
6.4291
5.622
4.9065
4.2929
3.79
3.405
3.1435
3.0093
3.0042
3.1283
3.38
3.7554
4.2494
4.8546
5.5625
6.3629
7.2442
8.1937
9.1979
10.242
11.312
12.391
13.465
14.517
15.533
16.498
17.398
18.221
18.954
19.587
20.11
20.517
20.801
20.959
20.987
20.886
20.658
20.304
19.831
19.246
18.556
17.771
16.904
15.965
14.97
13.932
12.866
11.788
10.712
9.6548
8.6312
7.656
6.7432
5.9059
5.1562
4.5048
3.9611
3.5329
3.2264
3.0461
2.9944
